claim_id,policy_id,claim_date,decision_date,claim_amount,claim_status,claim_type
CLM0000902,POL000237,2023-09-06,2023-10-02,13582.42,Approved,Flood
CLM0000903,POL000742,2022-06-13,2022-07-02,482.16,Approved,Collision
CLM0000904,POL000742,2024-01-22,2024-02-01,2770.08,Approved,Flood
CLM0000905,POL000858,2025-12-07,2026-01-05,6287.88,Approved,Theft
CLM0000906,POL001102,2022-06-20,2022-07-04,1103.03,Denied,Wind
CLM0000907,POL001198,2026-07-18,2026-07-29,10811.35,Approved,Water Damage
CLM0000908,POL000588,2024-07-19,2024-07-24,6583.18,Approved,Flood
CLM0000909,POL000863,2023-03-21,,3308.1,Pending,Injury
CLM0000910,POL001013,2025-08-28,,5242.86,Pending,Theft
CLM0000911,POL000369,2023-12-22,2023-12-28,2728.23,Approved,Flood
CLM0000912,POL000540,2026-07-18,2026-08-03,417.52,Denied,Wind
CLM0000913,POL000207,2023-07-05,,3090.27,Pending,Water Damage
CLM0000914,POL000884,2024-03-04,2024-03-09,606.04,Approved,Theft
CLM0000915,POL001055,2025-02-21,,3489.86,Pending,Flood
CLM0000916,POL000726,2024-01-19,2024-02-08,4492.6,Approved,Theft
CLM0000917,POL001459,2022-09-21,2022-10-20,8931.5,Approved,Fire
CLM0000918,POL001212,2024-12-05,2024-12-31,426.46,Approved,Collision
CLM0000919,POL000152,2026-02-20,,6209.95,Pending,Flood
CLM0000920,POL001292,2024-09-03,2024-09-17,8921.55,Denied,Fire
CLM0000921,POL000978,2025-03-07,2025-03-15,13330.73,Approved,Wind
CLM0000922,POL001208,2026-01-06,2026-01-09,1887.89,Approved,Injury
CLM0000923,POL001215,2022-09-27,2022-10-14,2728.54,Approved,Flood
CLM0000924,POL000657,2024-05-18,2024-06-13,9357.14,Approved,Injury
CLM0000925,POL000573,2022-04-15,2022-05-03,2101.83,Approved,Fire
CLM0000926,POL000099,2023-12-06,2023-12-25,11113.13,Approved,Injury
CLM0000927,POL001041,2025-02-06,2025-02-21,2744.57,Approved,Fire
CLM0000928,POL000366,2024-10-06,2024-11-01,11061.41,Approved,Wind
CLM0000929,POL000432,2023-05-06,2023-05-27,2709.06,Approved,Injury
CLM0000930,POL000644,2024-04-20,2024-04-28,16353.95,Approved,Collision
CLM0000931,POL000590,2022-06-06,2022-06-16,10422.66,Approved,Theft
CLM0000932,POL000591,2023-05-12,,4031.94,Pending,Water Damage
CLM0000933,POL000218,2023-11-12,2023-11-19,14025.84,Approved,Collision
CLM0000934,POL000424,2025-01-05,2025-01-11,4199.58,Denied,Collision
CLM0000935,POL001226,2022-06-28,,5586.97,Pending,Injury
CLM0000936,POL001102,2022-04-30,2022-05-29,8780.84,Approved,Water Damage
CLM0000937,POL000053,2025-08-20,2025-09-10,6930.87,Approved,Flood
CLM0000938,POL001500,2025-12-19,2026-01-17,8441.51,Approved,Flood
CLM0000939,POL000605,2023-12-15,2023-12-19,5288.01,Denied,Flood
CLM0000940,POL000886,2026-04-12,2026-05-12,3375.42,Approved,Theft
CLM0000941,POL000571,2023-06-07,2023-06-21,5455.6,Approved,Water Damage
CLM0000942,POL000162,2024-06-17,2024-06-28,7874.5,Denied,Theft
CLM0000943,POL001039,2024-03-02,2024-03-25,8679.79,Approved,Wind
CLM0000944,POL001051,2026-04-09,2026-04-20,3363.24,Denied,Collision
CLM0000945,POL000888,2024-10-23,,5350.76,Pending,Water Damage
CLM0000946,POL001068,2024-11-13,2024-12-03,8527.05,Approved,Wind
CLM0000947,POL001283,2026-07-18,,24546.68,Pending,Wind
CLM0000948,POL000017,2023-06-03,2023-06-18,3200.82,Approved,Water Damage
CLM0000949,POL000451,2026-07-18,2026-08-05,4132.92,Approved,Theft
CLM0000950,POL000993,2025-03-06,2025-03-16,1168.14,Denied,Theft
CLM0000951,POL000407,2026-07-18,,3891.52,Pending,Injury
CLM0000952,POL001482,2026-07-18,2026-07-23,5442.53,Approved,Flood
CLM0000953,POL001143,2026-07-18,2026-07-26,4277.8,Approved,Collision
CLM0000954,POL000857,2024-08-20,2024-09-04,2182.85,Approved,Wind
CLM0000955,POL001196,2024-10-15,2024-11-02,3871.78,Approved,Injury
CLM0000956,POL001346,2024-11-28,,1913.12,Pending,Water Damage
CLM0000957,POL000475,2026-02-18,2026-03-08,10860.47,Approved,Water Damage
CLM0000958,POL001291,2024-06-11,2024-07-01,6339.05,Approved,Flood
CLM0000959,POL000606,2023-10-31,2023-11-27,3544.54,Approved,Water Damage
CLM0000960,POL000589,2025-09-20,,3031.66,Pending,Fire
CLM0000961,POL000507,2026-07-18,2026-07-26,8567.63,Approved,Flood
CLM0000962,POL000654,2026-07-18,2026-08-12,776.79,Approved,Flood
CLM0000963,POL001444,2024-09-19,2024-10-05,13230.89,Denied,Water Damage
CLM0000964,POL001002,2026-07-18,2026-07-28,10150.84,Approved,Collision
CLM0000965,POL000596,2025-08-05,2025-09-04,1480.77,Approved,Water Damage
CLM0000966,POL000838,2022-11-11,2022-11-24,6718.74,Approved,Fire
CLM0000967,POL001383,2022-08-16,2022-09-13,1850.6,Approved,Flood
CLM0000968,POL000871,2024-06-25,2024-06-29,1449.41,Approved,Fire
CLM0000969,POL000995,2022-09-17,2022-10-16,831.39,Approved,Collision
CLM0000970,POL000632,2025-02-18,2025-03-11,1277.14,Approved,Theft
CLM0000971,POL001098,2022-05-29,2022-06-02,14453.25,Denied,Injury
CLM0000972,POL001251,2026-07-18,2026-08-07,11688.05,Approved,Collision
CLM0000973,POL001480,2023-01-13,2023-01-16,5049.67,Denied,Water Damage
CLM0000974,POL001444,2025-04-17,,2071.03,Pending,Water Damage
CLM0000975,POL001133,2023-03-14,2023-04-02,11158.63,Approved,Theft
CLM0000976,POL000742,2023-09-23,2023-10-01,8473.75,Approved,Water Damage
CLM0000977,POL001098,2022-12-09,,5157.13,Pending,Theft
CLM0000978,POL000595,2025-04-09,,5514.58,Pending,Fire
CLM0000979,POL000847,2023-03-14,2023-03-24,11816.33,Approved,Collision
CLM0000980,POL000074,2022-05-03,2022-05-20,417.75,Denied,Collision
CLM0000981,POL001028,2025-08-25,2025-08-27,11956.51,Denied,Theft
CLM0000982,POL000580,2026-07-18,2026-08-10,17872.22,Approved,Water Damage
CLM0000983,POL001410,2024-10-28,2024-11-23,4704.57,Approved,Collision
CLM0000984,POL000774,2026-07-18,2026-08-16,921.04,Approved,Wind
CLM0000985,POL000553,2023-05-06,2023-05-25,7790.27,Approved,Wind
CLM0000986,POL001441,2023-04-16,2023-05-12,1241.26,Approved,Water Damage
CLM0000987,POL001110,2026-07-18,,6479.22,Pending,Collision
CLM0000988,POL001205,2024-04-29,2024-05-21,6115.29,Approved,Water Damage
CLM0000989,POL000640,2024-09-24,2024-10-20,6705.15,Approved,Collision
CLM0000990,POL000619,2022-08-05,2022-08-11,6846.76,Approved,Fire
CLM0000991,POL001344,2023-09-01,2023-09-13,3584.8,Approved,Flood
CLM0000992,POL000191,2024-12-09,,973.93,Pending,Injury
CLM0000993,POL000571,2022-11-29,2022-12-24,8197.91,Approved,Injury
CLM0000994,POL001038,2025-11-03,2025-11-21,5424.08,Approved,Wind
CLM0000995,POL000807,2026-07-03,2026-07-07,4389.98,Denied,Flood
CLM0000996,POL000459,2026-07-18,,1044.15,Pending,Flood
CLM0000997,POL000476,2024-07-12,2024-08-02,2357.92,Approved,Collision
CLM0000998,POL001317,2026-06-19,2026-07-17,5119.56,Approved,Wind
CLM0000999,POL000172,2022-05-30,2022-06-08,18126.2,Approved,Water Damage
CLM0001000,POL001004,2026-07-18,2026-07-25,1406.5,Approved,Flood
CLM0001001,POL001263,2026-04-25,2026-05-24,3282.71,Approved,Injury
CLM0001002,POL000477,2025-03-24,2025-04-02,8817.38,Denied,Flood
CLM0001003,POL000638,2023-05-19,2023-05-21,1645.05,Denied,Fire
CLM0001004,POL001412,2026-03-22,2026-04-21,8891.98,Approved,Collision
CLM0001005,POL000550,2026-07-18,2026-08-07,684.94,Approved,Water Damage
CLM0001006,POL001001,2023-02-21,2023-03-16,925.36,Approved,Theft
CLM0001007,POL000660,2025-10-24,2025-11-10,10195.89,Denied,Injury
CLM0001008,POL000167,2023-10-04,2023-10-09,7314.43,Approved,Flood
CLM0001009,POL000261,2022-03-18,2022-04-13,12093.1,Approved,Collision
CLM0001010,POL000341,2024-07-14,2024-07-20,13612.97,Approved,Collision
CLM0001011,POL000869,2026-07-18,2026-08-15,10455.31,Approved,Injury
CLM0001012,POL000998,2023-11-01,2023-11-19,949.83,Denied,Flood
CLM0001013,POL000818,2023-12-27,2024-01-12,3268.64,Approved,Fire
CLM0001014,POL001475,2024-04-17,2024-04-30,4187.71,Approved,Injury
CLM0001015,POL000762,2025-07-25,2025-08-01,6928.2,Approved,Fire
CLM0001016,POL001072,2025-07-18,2025-08-09,7987.55,Approved,Wind
CLM0001017,POL000761,2024-07-27,2024-08-14,3122.89,Approved,Flood
CLM0001018,POL000432,2023-01-24,,2705.09,Pending,Wind
CLM0001019,POL000278,2023-04-18,2023-05-17,4681.77,Approved,Flood
CLM0001020,POL000021,2022-06-30,2022-07-07,4481.39,Approved,Flood
CLM0001021,POL000138,2022-08-11,2022-08-20,2187.6,Approved,Theft
CLM0001022,POL001422,2025-12-11,2025-12-24,1171.12,Approved,Collision
CLM0001023,POL000126,2023-07-22,2023-07-30,3032.63,Approved,Collision
CLM0001024,POL000718,2024-03-27,2024-04-06,6580.88,Approved,Fire
CLM0001025,POL001288,2023-04-05,,3954.51,Pending,Fire
CLM0001026,POL000583,2025-01-31,2025-02-12,476.39,Approved,Fire
CLM0001027,POL001279,2026-03-18,,5748.85,Pending,Injury
CLM0001028,POL001109,2024-03-08,2024-03-13,4615.92,Approved,Injury
CLM0001029,POL000313,2024-12-08,2024-12-17,5772.71,Denied,Theft
CLM0001030,POL000539,2024-08-28,2024-09-25,8509.99,Approved,Injury
CLM0001031,POL001203,2025-04-30,2025-05-11,4825.41,Denied,Injury
CLM0001032,POL001213,2023-05-15,2023-06-12,2008.64,Approved,Wind
CLM0001033,POL001262,2026-07-18,,4719.82,Pending,Theft
CLM0001034,POL000345,2025-12-20,2025-12-27,3832.55,Denied,Collision
CLM0001035,POL001260,2024-08-31,2024-09-18,7480.71,Approved,Water Damage
CLM0001036,POL000001,2022-09-07,2022-09-11,1677.76,Approved,Theft
CLM0001037,POL001048,2023-06-14,2023-07-02,11075.45,Approved,Fire
CLM0001038,POL000620,2026-07-18,2026-07-26,3399.31,Denied,Injury
CLM0001039,POL000806,2024-03-08,2024-03-24,3222.37,Denied,Fire
CLM0001040,POL000639,2025-12-31,2026-01-05,11922.42,Approved,Injury
CLM0001041,POL000439,2023-07-01,,10560.38,Pending,Water Damage
CLM0001042,POL000569,2024-11-24,2024-12-10,3125.22,Approved,Injury
CLM0001043,POL000905,2024-09-24,2024-10-05,1954.2,Approved,Wind
CLM0001044,POL000247,2026-03-24,,6994.31,Pending,Wind
CLM0001045,POL000714,2025-06-06,2025-06-20,5269.54,Approved,Water Damage
CLM0001046,POL000955,2026-03-31,2026-04-16,3015.29,Approved,Theft
CLM0001047,POL001264,2026-01-19,,10320.71,Pending,Theft
CLM0001048,POL000784,2024-03-08,2024-04-03,3816.75,Approved,Collision
CLM0001049,POL000402,2026-07-18,2026-07-27,2140.74,Approved,Collision
CLM0001050,POL001201,2025-03-26,2025-04-09,6177.63,Approved,Fire
CLM0001051,POL001030,2021-10-21,2021-10-25,1342.38,Approved,Wind
CLM0001052,POL000564,2026-07-18,2026-07-22,2879.75,Approved,Wind
CLM0001053,POL001443,2025-07-25,2025-07-29,8769.89,Approved,Injury
CLM0001054,POL000063,2026-07-18,,4843.56,Pending,Wind
CLM0001055,POL000931,2023-09-14,2023-10-10,5162.29,Approved,Water Damage
CLM0001056,POL001327,2026-07-18,2026-07-20,2779.68,Denied,Fire
CLM0001057,POL000060,2026-07-18,,3331.08,Pending,Theft
CLM0001058,POL001446,2025-04-16,,1580.79,Pending,Theft
CLM0001059,POL000170,2026-07-18,2026-07-22,5456.58,Denied,Collision
CLM0001060,POL000909,2024-03-04,2024-03-15,1562.9,Denied,Collision
CLM0001061,POL001115,2023-05-05,,1486.54,Pending,Theft
CLM0001062,POL001342,2024-08-02,2024-08-13,3669.12,Denied,Water Damage
CLM0001063,POL001377,2023-12-22,,8483.71,Pending,Theft
CLM0001064,POL001202,2023-10-15,2023-11-08,1707.3,Approved,Flood
CLM0001065,POL000853,2026-07-18,2026-07-23,8213.25,Approved,Theft
CLM0001066,POL001028,2024-12-12,2024-12-15,6548.3,Denied,Theft
CLM0001067,POL000909,2022-07-06,2022-07-15,442.11,Approved,Wind
CLM0001068,POL001036,2024-05-17,2024-06-12,4753.72,Approved,Water Damage
CLM0001069,POL000007,2022-09-22,2022-10-06,1632.34,Approved,Collision
CLM0001070,POL000700,2026-07-18,2026-08-12,4220.31,Approved,Collision
CLM0001071,POL001160,2026-07-18,2026-07-23,3130.57,Approved,Theft
CLM0001072,POL001495,2024-06-17,2024-07-08,13391.99,Approved,Wind
CLM0001073,POL000042,2022-08-05,2022-08-12,6362.64,Denied,Wind
CLM0001074,POL000768,2025-04-20,2025-05-16,3259.39,Approved,Theft
CLM0001075,POL000631,2026-07-18,2026-08-17,4998.11,Approved,Theft
CLM0001076,POL000272,2023-03-17,2023-04-11,7923.85,Approved,Fire
CLM0001077,POL000365,2023-11-15,2023-11-28,4270.09,Approved,Flood
CLM0001078,POL000463,2023-06-19,2023-06-28,12609.68,Approved,Theft
CLM0001079,POL000605,2024-05-16,2024-05-27,4411.03,Approved,Collision
CLM0001080,POL001004,2026-07-18,2026-08-01,5571.61,Approved,Water Damage
CLM0001081,POL001315,2024-03-31,2024-04-23,3909.31,Approved,Wind
CLM0001082,POL000350,2022-06-14,,2357.36,Pending,Injury
CLM0001083,POL000790,2026-07-18,2026-07-27,3001.64,Approved,Wind
CLM0001084,POL000889,2026-07-18,2026-08-11,4068.75,Approved,Water Damage
CLM0001085,POL000592,2023-08-03,2023-08-22,9215.05,Approved,Injury
CLM0001086,POL000551,2024-12-21,2024-12-30,10406.68,Approved,Fire
CLM0001087,POL000447,2024-05-30,2024-06-05,13606.6,Approved,Injury
CLM0001088,POL001349,2024-09-07,2024-09-14,2306.39,Approved,Flood
CLM0001089,POL001202,2023-08-31,2023-09-15,7322.23,Approved,Wind
CLM0001090,POL001206,2022-05-05,2022-05-11,9576.92,Approved,Wind
CLM0001091,POL000735,2024-05-13,2024-05-31,1928.74,Approved,Fire
CLM0001092,POL000690,2024-01-15,,4619.13,Pending,Theft
CLM0001093,POL000734,2026-07-18,2026-08-07,768.44,Approved,Theft
CLM0001094,POL000045,2026-07-18,2026-08-02,6725.18,Denied,Injury
CLM0001095,POL001180,2026-03-24,2026-04-08,10312.11,Approved,Flood
CLM0001096,POL000499,2024-01-05,2024-01-25,1194.38,Denied,Fire
CLM0001097,POL000989,2026-07-18,2026-07-22,2496.41,Approved,Theft
CLM0001098,POL001039,2023-07-13,2023-08-09,2431.96,Approved,Fire
CLM0001099,POL001183,2024-01-22,2024-01-30,1832.02,Approved,Injury
CLM0001100,POL000341,2024-10-27,,4642.3,Pending,Wind
CLM0001101,POL001074,2024-08-11,,6310.36,Pending,Injury
CLM0001102,POL000286,2022-07-19,2022-08-16,7050.26,Approved,Collision
CLM0001103,POL000186,2024-11-22,2024-11-27,8293.16,Denied,Water Damage
CLM0001104,POL000709,2025-11-24,2025-12-11,13708.55,Approved,Collision
CLM0001105,POL001349,2023-05-01,2023-05-09,4564.38,Approved,Fire
CLM0001106,POL000630,2025-03-22,2025-04-21,3506.5,Approved,Theft
CLM0001107,POL000895,2026-07-18,2026-07-23,13461.8,Denied,Wind
CLM0001108,POL001138,2026-01-06,2026-01-14,4605.38,Approved,Fire
CLM0001109,POL000205,2026-07-18,2026-08-02,2985.05,Approved,Wind
CLM0001110,POL000436,2024-10-10,2024-11-08,11339.78,Approved,Flood
CLM0001111,POL001447,2026-07-18,2026-07-22,3619.24,Denied,Flood
CLM0001112,POL000264,2026-04-26,2026-05-01,6962.79,Denied,Flood
CLM0001113,POL000670,2022-11-23,2022-12-07,2867.09,Denied,Injury
CLM0001114,POL000807,2026-07-18,2026-08-05,6632.92,Approved,Wind
CLM0001115,POL001202,2022-11-01,2022-11-23,7120.34,Approved,Theft
CLM0001116,POL000482,2024-03-19,2024-04-07,11324.29,Approved,Water Damage
CLM0001117,POL000004,2025-03-10,2025-03-25,3576.33,Approved,Collision
CLM0001118,POL001323,2023-10-02,2023-10-11,4935.31,Approved,Collision
CLM0001119,POL000433,2024-12-11,2024-12-24,5938.1,Approved,Flood
CLM0001120,POL001340,2022-05-23,2022-06-04,4494.85,Approved,Fire
CLM0001121,POL000793,2025-03-11,2025-03-13,2415.68,Denied,Fire
CLM0001122,POL000864,2023-08-29,2023-09-22,8968.98,Approved,Injury
CLM0001123,POL000218,2024-07-08,2024-07-20,4770.05,Denied,Wind
CLM0001124,POL000208,2023-10-06,,1039.99,Pending,Water Damage
CLM0001125,POL000026,2023-02-22,2023-03-15,1600.99,Approved,Injury
CLM0001126,POL000787,2026-07-18,2026-08-05,3419.94,Approved,Wind
CLM0001127,POL001373,2025-03-28,2025-04-01,2829.95,Approved,Fire
CLM0001128,POL000871,2024-02-02,2024-02-06,1319.74,Denied,Injury
CLM0001129,POL000923,2026-06-27,2026-07-15,1695.15,Approved,Wind
CLM0001130,POL000687,2025-05-03,,12410.72,Pending,Collision
CLM0001131,POL000367,2023-04-04,2023-04-19,8704.17,Approved,Water Damage
CLM0001132,POL001382,2025-12-14,2025-12-27,10411.78,Approved,Wind
CLM0001133,POL001209,2025-05-10,2025-06-08,12148.98,Approved,Injury
CLM0001134,POL001491,2026-07-18,2026-08-04,3405.46,Approved,Fire
CLM0001135,POL000082,2024-04-25,,6632.44,Pending,Flood
CLM0001136,POL000752,2025-12-07,,426.9,Pending,Wind
CLM0001137,POL000757,2026-02-11,2026-03-07,6328.7,Approved,Fire
CLM0001138,POL000049,2025-08-18,2025-08-30,2280.26,Approved,Fire
CLM0001139,POL000855,2022-04-22,2022-05-04,2908.75,Approved,Wind
CLM0001140,POL000073,2025-06-13,2025-07-09,5320.35,Approved,Collision
CLM0001141,POL001089,2026-07-18,2026-07-23,4257.05,Approved,Injury
CLM0001142,POL000194,2026-01-25,2026-02-15,2805.06,Denied,Flood
CLM0001143,POL000883,2023-07-04,2023-07-21,2925.73,Approved,Wind
CLM0001144,POL001265,2023-10-31,,1922.51,Pending,Water Damage
CLM0001145,POL001073,2024-04-24,2024-04-29,1279.1,Approved,Fire
CLM0001146,POL000764,2024-06-24,2024-07-20,1202.4,Approved,Wind
CLM0001147,POL000208,2022-12-30,2023-01-25,7574.45,Approved,Collision
CLM0001148,POL000692,2023-06-15,2023-06-29,3566.49,Denied,Flood
CLM0001149,POL000046,2024-01-20,,10993.32,Pending,Fire
CLM0001150,POL001478,2026-06-25,2026-06-28,6981.41,Denied,Water Damage
CLM0001151,POL000888,2024-11-09,2024-11-28,5767.31,Denied,Fire
CLM0001152,POL000621,2026-07-18,2026-08-17,1624.98,Approved,Water Damage
CLM0001153,POL000500,2024-05-13,2024-05-25,1591.4,Denied,Injury
CLM0001154,POL000969,2025-02-18,2025-03-04,4661.22,Denied,Fire
CLM0001155,POL001411,2023-12-01,2023-12-25,4420.12,Approved,Collision
CLM0001156,POL001239,2023-10-27,,2962.69,Pending,Wind
CLM0001157,POL000584,2024-05-15,2024-05-24,5638.31,Approved,Collision
CLM0001158,POL000849,2025-05-09,2025-05-20,5284.88,Approved,Flood
CLM0001159,POL001227,2026-07-18,2026-07-28,4598.13,Approved,Theft
CLM0001160,POL000038,2026-05-13,2026-05-18,9100.47,Approved,Injury
CLM0001161,POL000590,2023-08-29,2023-09-15,13248.54,Approved,Injury
CLM0001162,POL000862,2025-08-29,2025-09-18,4307.27,Approved,Flood
CLM0001163,POL000975,2026-07-18,2026-07-31,3392.29,Approved,Fire
CLM0001164,POL000710,2025-10-30,2025-11-29,13773.45,Approved,Wind
CLM0001165,POL001022,2025-11-09,2025-11-17,4917.03,Approved,Wind
CLM0001166,POL000799,2026-07-18,2026-08-11,7385.49,Approved,Water Damage
CLM0001167,POL001171,2024-04-10,2024-04-30,2257.71,Approved,Fire
CLM0001168,POL000171,2026-07-18,2026-08-04,2223.51,Denied,Fire
CLM0001169,POL000623,2023-01-15,2023-01-30,3415.4,Denied,Wind
CLM0001170,POL000958,2023-01-04,2023-01-25,4813.0,Approved,Theft
CLM0001171,POL001279,2026-01-25,2026-02-10,5086.2,Approved,Water Damage
CLM0001172,POL000048,2023-04-01,2023-04-19,3099.58,Approved,Theft
CLM0001173,POL000769,2026-07-18,2026-08-09,5905.0,Approved,Water Damage
CLM0001174,POL000253,2023-11-05,2023-11-14,5566.55,Approved,Collision
CLM0001175,POL001169,2026-07-18,2026-07-26,11696.65,Approved,Water Damage
CLM0001176,POL000822,2023-08-17,2023-09-13,2295.77,Approved,Theft
CLM0001177,POL000857,2024-05-21,2024-06-17,7119.76,Approved,Fire
CLM0001178,POL001291,2023-08-23,2023-09-16,4242.42,Approved,Wind
CLM0001179,POL001303,2023-08-22,2023-09-11,2832.37,Approved,Flood
CLM0001180,POL000462,2025-03-18,2025-04-04,1568.52,Approved,Fire
CLM0001181,POL000921,2023-08-07,,4922.45,Pending,Theft
CLM0001182,POL000820,2024-03-08,2024-04-06,3401.36,Approved,Fire
CLM0001183,POL000951,2026-07-18,2026-07-24,4658.1,Approved,Flood
CLM0001184,POL001189,2026-07-18,2026-08-03,1394.02,Approved,Flood
CLM0001185,POL000387,2026-07-18,2026-07-28,4836.53,Approved,Theft
CLM0001186,POL001249,2024-03-25,2024-03-30,4610.55,Approved,Injury
CLM0001187,POL001169,2026-07-18,,7486.68,Pending,Fire
CLM0001188,POL001249,2023-03-12,2023-04-04,11089.29,Approved,Flood
CLM0001189,POL001402,2022-01-24,,5739.55,Pending,Collision
CLM0001190,POL001232,2024-11-15,2024-12-04,2671.57,Approved,Water Damage
CLM0001191,POL000396,2023-05-06,2023-06-01,4938.38,Approved,Water Damage
CLM0001192,POL000491,2023-01-22,2023-02-16,3624.69,Approved,Theft
CLM0001193,POL000661,2022-12-11,2022-12-14,5628.14,Approved,Theft
CLM0001194,POL001183,2024-03-24,2024-04-17,915.66,Approved,Injury
CLM0001195,POL000909,2023-01-24,2023-02-08,8771.56,Denied,Injury
CLM0001196,POL001314,2023-05-19,2023-05-30,2247.22,Denied,Water Damage
CLM0001197,POL000327,2026-01-26,2026-01-31,2158.87,Approved,Collision
CLM0001198,POL000067,2026-07-18,2026-08-17,4417.6,Approved,Injury
CLM0001199,POL000963,2026-07-18,2026-08-03,3612.89,Approved,Fire
CLM0001200,POL001467,2025-05-25,2025-06-21,5632.79,Approved,Injury
CLM0001201,POL001326,2024-05-09,2024-05-24,4735.17,Denied,Flood
CLM0001202,POL001487,2023-02-07,2023-02-22,7860.04,Approved,Water Damage
CLM0001203,POL001486,2022-03-11,2022-04-05,3727.08,Approved,Injury
CLM0001204,POL001289,2026-07-18,2026-08-15,4874.54,Approved,Collision
CLM0001205,POL000213,2022-04-14,2022-05-03,12032.33,Denied,Water Damage
CLM0001206,POL000229,2024-05-27,2024-06-20,2279.04,Approved,Fire
CLM0001207,POL000291,2024-01-03,2024-01-10,1805.73,Denied,Fire
CLM0001208,POL000199,2024-01-01,2024-01-06,4494.66,Approved,Flood
CLM0001209,POL001453,2026-07-18,2026-07-27,937.56,Denied,Fire
CLM0001210,POL000605,2025-07-30,2025-08-27,1928.86,Approved,Flood
CLM0001211,POL001433,2022-12-09,2022-12-31,1504.97,Approved,Collision
CLM0001212,POL000287,2025-10-29,2025-11-01,303.15,Approved,Theft
CLM0001213,POL000760,2026-07-18,2026-07-30,2371.82,Approved,Fire
CLM0001214,POL001467,2024-05-02,2024-05-14,3349.5,Approved,Flood
CLM0001215,POL001461,2026-07-18,2026-07-25,2515.08,Approved,Wind
CLM0001216,POL001424,2022-08-04,2022-08-16,1422.31,Approved,Water Damage
CLM0001217,POL000787,2025-09-15,2025-09-18,389.11,Approved,Water Damage
CLM0001218,POL000434,2024-05-15,2024-06-05,3012.87,Approved,Collision
CLM0001219,POL000532,2026-03-04,2026-03-21,3366.4,Denied,Flood
CLM0001220,POL000977,2026-07-18,,878.66,Pending,Fire
CLM0001221,POL001319,2024-01-03,2024-01-22,2966.97,Approved,Fire
CLM0001222,POL001072,2024-09-03,2024-09-21,3719.1,Approved,Wind
CLM0001223,POL000347,2025-09-01,2025-09-19,4856.76,Approved,Flood
CLM0001224,POL000030,2026-07-18,,6155.98,Pending,Fire
CLM0001225,POL000461,2024-01-09,2024-01-16,7462.99,Approved,Fire
CLM0001226,POL001247,2026-02-11,2026-02-25,2243.06,Approved,Flood
CLM0001227,POL000941,2024-04-09,,2368.11,Pending,Collision
CLM0001228,POL001074,2024-09-10,2024-09-22,1576.34,Denied,Wind
CLM0001229,POL000068,2026-07-18,2026-07-31,3632.06,Approved,Injury
CLM0001230,POL000138,2023-05-10,2023-05-30,3434.26,Approved,Water Damage
CLM0001231,POL001102,2022-01-02,,259.52,Pending,Collision
CLM0001232,POL000915,2026-07-18,2026-07-28,1129.08,Approved,Fire
CLM0001233,POL000375,2024-08-25,,3837.76,Pending,Water Damage
CLM0001234,POL000502,2026-04-11,2026-04-28,4799.12,Approved,Theft
CLM0001235,POL000083,2026-07-18,2026-07-29,1604.82,Approved,Collision
CLM0001236,POL000390,2023-03-29,,8010.6,Pending,Theft
CLM0001237,POL001071,2026-07-18,2026-07-28,8875.88,Approved,Theft
CLM0001238,POL001200,2025-06-02,2025-06-08,2562.93,Approved,Injury
CLM0001239,POL000105,2026-05-01,2026-05-04,3481.93,Denied,Theft
CLM0001240,POL000980,2022-03-12,2022-03-30,3793.48,Approved,Theft
CLM0001241,POL000205,2026-07-18,2026-08-09,5113.53,Approved,Flood
CLM0001242,POL000615,2026-01-21,2026-02-06,3676.46,Approved,Water Damage
CLM0001243,POL000229,2025-03-03,2025-03-10,4083.88,Denied,Injury
CLM0001244,POL001301,2026-02-15,2026-02-16,1530.85,Denied,Fire
CLM0001245,POL000834,2023-12-01,2023-12-24,2056.83,Approved,Theft
CLM0001246,POL000674,2025-07-21,2025-08-02,3790.42,Approved,Wind
CLM0001247,POL000614,2024-12-05,,4218.94,Pending,Theft
CLM0001248,POL000699,2022-11-27,2022-12-16,11528.97,Approved,Fire
CLM0001249,POL001282,2024-03-30,2024-04-26,5639.02,Approved,Theft
CLM0001250,POL000999,2023-04-20,2023-05-09,1429.11,Approved,Flood
CLM0001251,POL001016,2022-06-28,2022-07-25,3247.08,Approved,Flood
CLM0001252,POL001379,2026-07-18,2026-08-17,3080.42,Approved,Flood
CLM0001253,POL000702,2025-07-09,2025-08-07,3506.46,Approved,Theft
CLM0001254,POL000397,2026-04-24,2026-05-01,4641.23,Denied,Fire
CLM0001255,POL001028,2025-05-22,2025-06-10,2742.71,Approved,Flood
CLM0001256,POL000211,2025-08-16,2025-09-07,9435.6,Approved,Theft
CLM0001257,POL001170,2024-04-20,2024-04-28,1291.71,Approved,Theft
CLM0001258,POL000812,2025-04-19,,3787.38,Pending,Injury
CLM0001259,POL001357,2025-01-25,2025-02-13,12872.91,Approved,Flood
CLM0001260,POL001339,2026-07-18,2026-07-27,2398.81,Denied,Theft
CLM0001261,POL000539,2024-05-26,,2437.25,Pending,Water Damage
CLM0001262,POL000622,2026-03-13,2026-03-26,12318.55,Approved,Wind
CLM0001263,POL000725,2025-10-14,2025-10-30,5369.66,Approved,Injury
CLM0001264,POL000806,2024-04-18,2024-05-03,3919.22,Approved,Collision
CLM0001265,POL000838,2023-09-07,2023-09-14,3885.59,Approved,Flood
